Curso;Semestre;Período;Nome da Disciplina;ID da Disciplina;ID do Aluno;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR30;VAR31;VAR31b;VAR31c;VAR32a;VAR32b;VAR32c;VAR32d;VAR33;VAR34;VAR35
Pedagogia;2014.2;1;Antropologia ;105;1833;19;0;0;11;8;0;0;1;0;0;2;18;3;0;33,18;26;0;1;0;1;2,1538;70,84;33,18;56;27;31;6;6;44;0;2;6;0
Letras;2011.2;5;Literatura Brasileira II;71;108;6;0;0;23;119;0;0;0;0;2;0;17;2;0;6;49;0;0;0;0;3;83,32;6;98;0;67;10;50;38;0;1;4;0
Letras;2013.2;3;Literatura Portuguesa II;34;363;18;0;8;9;70;0;0;6;0;0;0;20;3;0;1;33;0;2;0;1;2;82,11;1;76;9;56;27;23;24;2;1;14;0
Letras;2014.2;1;Metodologia Científica. (1º);89;1485;7;0;6;29;42;0;0;0;0;1;1;9;1;0;1,46;37;0;12;15;0;5,1154;68,48;1,46;133;33;45;22;42;68;1;2;4;0
Pedagogia;2012.1;4;Educação e Multiculturalismo;55;51;18;0;0;2;31;0;0;0;3;2;0;0;2;2;0;13;0;0;0;0;2;96,07;0;54;0;26;16;12;24;2;0;4;0
Administracao;2010.2;2;Macroeconomia;29;776;17;0;10;32;122;0;0;0;2;3;0;15;2;0;42;30;0;0;0;0;6;70,69;42;170;0;81;76;94;0;0;2;4;0
Letras;2011.1;4;Literatura Brasileira;47;113;4;0;0;3;84;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;15;0;9;6;5;4;0;0;0;0
Letras;2014.2;1;Metodologia Científica. (1º);89;1518;13;1;4;16;58;0;0;1;0;3;0;16;2;0;1,71;13;0;2;0;0;3,8077;62,86;1,71;99;30;44;19;57;20;3;2;4;0
Biologia;2014.1;4;Genética Geral;46;16;2;0;0;0;5;0;0;0;0;0;0;22;3;0;5;0;0;2;0;0;0;0;5;8;1;7;2;3;3;0;1;0;0
Administracao;2014.2;5;Gestão de Operações e Logística I (5º);78;559;12;2;0;79;91;0;0;1;2;4;3;12;2;0;2,91;91;0;4;2;2;13,3462;66,38;2,91;347;55;80;90;109;130;18;2;11;0
Pedagogia;2014.1;4;Pesquisa(s) em Educação;47;313;4;0;0;6;18;0;0;0;0;1;0;22;3;0;0;6;0;2;0;1;1;0;0;48;2;40;9;9;22;8;1;2;0
Letras;2011.1;4;Morfossintaxe II;46;44;13;0;0;53;222;1;1;0;5;4;0;18;3;0;1;51;0;0;0;0;3;94,5;1;98;0;69;6;9;80;3;2;7;0
Biologia;2016.1;8;Fisiologia Comparada;42;327;10;0;0;0;23;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;25;3;16;16;6;3;0;0;0;0
Biologia;2016.1;8;Sociologia da Educação;46;211;1;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0
Letras;2010.2;3;Teoria Literária II;33;208;15;0;0;0;162;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1;20,9;0;42;0;24;5;15;22;0;0;1;0
Biologia;2016.1;4;Filosofia da Educacao;35;1339;31;0;0;3;33;0;0;0;0;0;0;8;1;0;9,5;10;0;0;0;0;3;77,76;9,5;94;12;64;40;35;19;0;2;4;0
Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;1673;11;0;0;0;1;0;0;0;0;0;0;22;3;0;20,56;10;0;8;5;10;2,7308;59,15;20,56;71;17;30;17;26;27;1;2;3;0
Pedagogia;2013.2;3;Metodologia Cientifica;31;239;27;0;1;19;20;0;0;0;0;0;0;5;2;0;5,5;10;0;3;0;2;3;237,17;5,5;89;14;47;25;37;23;4;2;4;0
Pedagogia;2014.1;4;Prática Pedagógica IV;49;491;5;0;0;0;6;0;0;0;0;0;0;15;2;0;5;7;0;1;0;1;2;72,46;5;63;8;44;7;35;21;0;1;2;0
Biologia;2013.2;6;Genética Molecular ;34;441;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;4;0;0;0;0;0;0
Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2016.1;4;Didática Geral;47;1534;9;0;0;0;52;0;0;0;2;0;0;15;2;0;19;5;0;0;0;0;1;82,56;19;46;15;34;15;12;19;0;2;2;0
Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;47;17;0;0;1;12;0;0;0;0;0;0;9;1;0;0;21;0;2;0;1;2;60,02;0;60;15;39;6;20;34;0;1;2;0
Pedagogia;2014.1;4;Pesquisa(s) em Educação;47;443;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;1;2;0;1;0;0;0
Letras;2011.1;4;Didática;49;21;24;0;0;4;167;0;0;0;0;1;0;20;3;0;0;3;0;0;0;0;1;0;0;40;0;28;11;9;17;3;1;0;0
Biologia;2014.1;4;Didática;44;437;23;0;2;4;7;0;0;0;0;0;0;22;3;0;15;4;0;1;0;0;1;74,38;15;32;3;22;3;10;19;0;1;2;0
Pedagogia;2014.1;4;Planejamento Educacional;48;237;10;0;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;14;4;6;7;1;0;0;0
Letras;2013.2;3;Teoria Literária II ;39;236;7;0;0;0;48;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;20;0;17;8;6;6;0;0;3;0
Biologia;2014.2;1;Informática Aplicada à Biologia(1º);54;1318;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;1634;15;0;0;0;2;0;0;0;0;0;0;10;1;0;20,88;2;0;3;5;2;1,5;84,17;20,88;39;8;22;14;13;12;0;2;1;0
Letras;2010.2;3;Teoria Literária II;33;192;68;0;0;162;323;0;0;0;7;8;0;9;1;0;1,5;156;0;0;0;0;14;66,22;1,5;365;0;165;119;144;102;0;2;7;0
Biologia;2011.1;1;Prática I;20;10;7;6;8;238;264;1;1;0;5;14;0;13;2;1;12;99;0;0;0;0;20;69,88;12;541;0;128;142;217;174;8;1;7;0
Letras;2014.1;4;Literatura Brasileira I;55;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;3;Metodologia Cientifica;31;529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2011.2;5;Prática V;73;124;15;0;0;114;158;0;0;0;0;6;0;9;1;0;11;23;0;0;0;0;5;91,44;11;141;0;71;43;32;63;3;2;3;0
Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;579;7;0;0;0;3;0;0;3;3;0;0;15;2;0;9;14;0;2;0;2;1;230,44;9;48;15;40;8;30;10;0;2;4;0
Letras;2014.2;1;História da Língua Portuguesa (1º);87;1468;9;0;0;6;42;0;0;0;1;0;0;22;3;0;24,07;7;0;1;5;0;3,3462;66,97;24,07;87;23;43;6;15;63;3;1;4;0
Letras;2014.1;4;Psicologia Evolutiva;58;192;3;0;0;0;10;0;0;1;0;0;0;0;0;0;0;12;0;0;0;0;0;74,25;0;13;6;8;3;10;0;0;0;3;0
Pedagogia;2014.1;4;Planejamento Educacional;48;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2016.1;4;Genetica Geral;36;1391;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;8;0;6;3;0;0;0;0
Biologia;2016.1;4;Didatica;34;1270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;7;Projeto de Pesquisa;42;302;49;0;0;2;11;0;0;0;3;1;0;14;2;0;31;53;0;6;0;3;10;241,93;31;268;51;114;78;116;73;1;2;5;0
Administracao;2014.2;1;Teorias da Administração I (1º);77;1194;5;0;0;13;32;0;0;1;1;3;2;15;2;0;0,74;25;0;4;16;1;5,0385;75,82;0,74;131;10;50;21;40;65;5;2;12;0
Pedagogia;2012.1;4;Prática Pedagógica IV;57;47;25;0;0;0;25;0;0;0;1;0;0;18;3;0;1;20;0;0;0;0;2;73,93;1;73;0;53;11;42;15;5;2;3;0
Pedagogia;2010.2;1;Psicologia do Desenvolvimento;21;142;80;0;24;33;75;0;0;1;1;0;0;17;2;0;29,5;39;0;0;0;0;5;74,16;29,5;134;0;71;33;43;54;4;2;5;0
Pedagogia;2011.1;2;Língua Portuguesa: Sintaxe e Semântica;31;182;3;0;8;19;44;0;0;0;0;3;0;19;3;1;9;36;0;0;0;0;4;74,87;9;124;0;84;16;44;63;1;1;4;0
Pedagogia;2014.2;5;Prática Pedagógica V (5º);120;800;9;0;0;0;0;0;0;0;1;0;0;20;3;0;20,59;0;0;2;0;1;1,4615;29,1;20,59;38;5;18;10;12;14;2;2;1;0
Biologia;2016.1;4;Genetica Geral;36;1357;15;2;0;14;31;0;0;0;4;0;0;7;1;0;36,5;49;0;0;0;0;5;68,64;36,5;152;46;78;23;54;73;2;2;7;0
Pedagogia;2013.2;7;Gestão e Organização Escolar;39;333;5;0;0;0;10;0;0;0;0;0;0;18;3;0;1;11;0;2;0;2;7;224,13;1;196;15;91;86;77;33;0;2;3;0
Pedagogia;2014.1;4;Fundamentos da Educação Infantil;46;424;8;0;0;0;0;0;0;0;3;0;0;18;3;0;14;9;0;2;0;1;1;67,61;14;28;8;20;9;8;11;0;1;3;0
Pedagogia;2014.1;4;Planejamento Educacional;48;444;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;0;0;0;0;0;73,97;0;22;6;14;4;10;8;0;0;2;0
Biologia;2016.1;4;Genetica Geral;36;1332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Administracao;2014.2;5;Matemática Financeira e Análise de Investimento (5º);83;617;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00001923;0;0;5;2;3;0;2;3;0;0;0;0
Pedagogia;2013.2;7;Prática Pedagógica VII;41;582;7;0;0;0;8;0;0;0;2;0;0;16;2;0;2;12;0;4;0;3;2;206,02;2;77;16;43;16;29;29;3;2;3;0
Pedagogia;2014.1;8;Educação e Tecnologia;56;111;17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;1;116,58;0;36;1;26;8;15;11;2;0;2;0
Biologia;2016.1;4;Didatica;34;1353;25;0;1;9;29;0;0;0;1;0;0;13;2;0;37;27;0;0;0;0;5;80,19;37;154;32;73;21;52;75;6;2;4;0
Biologia;2013.2;3;Org. da educ. Básica;28;150;27;0;0;2;53;0;0;0;0;0;0;14;3;0;0,67;15;0;3;0;2;3;200,71;0,67;98;9;55;31;28;39;0;3;4;0
Pedagogia;2013.2;7;Avaliação Educacional;36;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;3;Metodologia Cientifica;31;230;56;0;0;2;8;0;0;0;0;0;0;18;3;0;6;23;0;2;0;2;5;233,79;6;132;14;74;16;23;89;4;2;4;0
Pedagogia;2011.2;3;Prática Pedagogica III;51;155;8;0;7;16;47;0;0;1;2;1;0;10;1;0;21,5;27;0;0;0;0;5;46,87;21,5;133;0;81;31;52;50;0;2;3;0
Biologia;2016.1;8;Microbiologia;43;251;6;0;5;13;41;0;0;0;1;0;0;20;3;0;48;32;0;0;1;0;6;76,08;48;168;6;89;21;48;98;1;2;5;0
Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;1919;6;0;5;26;31;0;0;0;0;3;0;19;3;0;31,17;26;0;3;0;6;4,3462;67,76;31,17;113;22;55;14;17;69;13;2;4;0
Letras;2011.2;5;Fundamentos da Educação Especial;70;147;4;0;0;31;162;0;0;0;0;3;0;8;1;0;15,5;58;0;0;0;0;5;75,48;15,5;141;0;77;42;62;37;0;2;4;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;293;39;1;3;29;42;0;0;0;1;3;0;18;3;0;1;25;0;3;0;1;16;224,17;1;432;9;163;79;129;163;61;2;1;0
Pedagogia;2010.2;1;Fundamentos Sociológicos da Educação;18;52;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;56,95;0;5;0;4;2;2;1;0;0;1;0
Pedagogia;2016.1;8;Educação e Trabalho;65;843;14;0;2;6;7;0;0;0;1;0;0;10;1;0;23,5;19;0;0;0;2;2;81,48;23,5;71;25;40;22;32;17;0;2;5;0
Administracao;2016.1;4;Estatística Aplicada à Administração;22;1188;11;0;0;4;19;0;0;0;0;3;0;9;1;1;0;0;0;0;0;0;1;0;0;38;10;27;17;9;12;0;1;0;0
Letras;2013.2;3;Teoria Literária II ;39;164;5;0;0;0;15;0;0;1;0;0;0;12;2;0;6,5;8;0;2;0;2;1;0;6,5;47;9;24;20;15;11;1;2;3;0
Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;1731;54;0;0;0;6;0;0;0;0;0;0;18;3;0;1;56;0;0;57;2;7;84,21;1;182;53;106;19;91;72;0;2;4;0
Letras;2014.1;4;Psicologia Evolutiva;58;72;10;0;1;12;28;0;0;2;0;1;0;16;2;0;0;10;0;2;0;1;1;74,05;0;50;13;36;44;5;1;0;1;2;0
Letras;2014.1;4;Linguística II;54;222;4;0;0;0;17;0;0;1;0;0;0;0;0;0;0;12;0;0;0;0;2;64,63;0;53;15;41;13;8;30;2;0;3;0
Letras;2010.1;2;Língua Latina;25;64;12;0;0;6;159;0;0;3;1;0;0;0;0;0;0;22;0;0;0;0;3;107,1;0;94;0;61;20;32;41;1;0;3;0
Biologia;2013.2;3;Org. da educ. Básica;28;356;13;0;6;7;10;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;2;203,62;0;73;9;40;28;23;22;0;0;3;0
Administracao;2011.1;3;Contabilidade Pública;34;780;35;0;5;5;55;0;0;0;2;0;0;10;1;0;3,5;17;0;0;0;0;2;49,44;3,5;52;0;40;8;4;18;22;2;2;0
Biologia;2014.1;4;Genética Geral;46;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2014.2;1;Tecnologias Aplicadas a Educação (1º);91;1462;15;0;0;2;28;0;0;0;0;0;0;14;2;0;3,33;2;0;2;1;1;1,3462;29,84;3,33;35;14;27;2;26;7;0;2;1;0
Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;1877;15;0;2;16;29;0;0;0;0;0;0;22;3;0;65,07;3;0;0;4;0;1;50,7;65,07;26;4;18;3;10;10;3;1;3;0
Administracao;2011.2;4;Teoria das Finanças Públicas;41;777;26;2;3;7;57;0;0;0;2;0;0;6;1;0;0,5;14;0;0;0;0;1;55,46;0,5;46;0;37;18;15;11;2;2;2;0
Biologia;2014.1;7;Educação Ambiental;51;127;28;0;2;2;19;0;0;0;3;0;0;0;0;0;0;15;0;0;0;0;1;52,02;0;38;0;33;14;6;18;0;0;3;0
Pedagogia;2013.2;3;Metodologia Cientifica;31;162;5;0;0;1;9;0;0;0;0;0;0;20;3;0;6,5;28;0;2;0;1;7;237,41;6,5;192;13;104;24;72;95;1;2;4;0
Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;1919;6;0;5;26;31;0;0;2;0;3;0;14;2;0;33,38;17;0;1;2;1;4,3462;54,63;33,38;113;23;55;14;17;69;13;2;3;0
Pedagogia;2013.2;3;Didática ;29;346;9;0;5;21;16;0;0;6;1;0;0;7;1;0;23,5;32;1;2;0;2;4;221,47;23,5;122;33;65;24;63;34;1;2;6;0
Biologia;2014.1;4;Prática IV;47;253;31;0;0;2;9;0;0;0;0;0;0;16;2;0;21;6;0;1;0;0;1;87,46;21;41;6;27;6;10;25;0;1;3;0
Letras;2016.1;4;Didática Geral;47;1625;8;0;2;43;75;0;0;1;4;1;0;8;1;0;43;47;0;0;3;0;14;72,44;43;386;55;116;144;143;98;1;2;5;0
Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;1636;4;0;0;0;1;0;0;0;1;0;0;19;3;0;18,5;20;0;0;0;2;2;87,77;18,5;60;13;36;17;22;21;0;2;4;0
Letras;2013.2;3;Teoria Literária II ;39;443;4;0;5;5;57;0;0;1;1;0;0;19;3;1;0;10;0;2;0;2;1;0;0;51;3;38;13;20;18;0;1;4;0
Pedagogia;2014.1;4;Prática Pedagógica IV;49;415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Administracao;2010.2;2;Macroeconomia;29;826;16;1;6;22;88;0;0;0;1;2;0;0;0;0;0;4;0;0;0;0;2;17,95;0;75;0;42;7;34;33;1;0;1;0
Pedagogia;2014.1;4;Planejamento Educacional;48;410;5;0;0;1;1;0;0;0;0;0;0;22;3;0;0;6;0;1;0;0;0;64,83;0;13;3;5;4;1;8;0;1;1;0
Pedagogia;2016.1;8;Educação e Trabalho;65;939;9;0;0;0;2;0;0;0;0;0;0;15;2;0;22,5;24;0;0;2;2;5;78,62;22,5;137;28;76;44;63;29;1;2;4;0
Administracao;2010.2;2;Macroeconomia;29;851;28;0;2;43;141;0;0;1;0;7;0;10;1;0;13,5;59;1;0;0;0;7;71,15;13,5;200;0;98;49;58;85;8;2;5;0
Pedagogia;2014.1;4;Educação e Multiculturalismo;45;383;48;0;0;1;7;0;0;0;0;0;0;17;2;0;0;16;0;1;0;1;1;78,96;0;49;6;39;17;14;17;1;1;2;0
Letras;2014.1;7;Análise do Discurso;59;178;10;6;17;49;41;0;0;2;1;2;0;10;1;0;10;95;2;1;0;2;4;70,97;10;110;26;64;40;67;3;0;1;8;0
Letras;2014.2;1;Prática I. (1º);90;1471;8;0;0;199;156;0;0;3;3;13;0;14;2;0;2,24;17;0;8;4;0;2,5;57,54;2,24;65;20;28;4;26;35;0;2;4;0
Biologia;2011.1;1;Citologia;14;33;20;0;0;16;90;0;0;0;5;6;12;19;3;1;0;54;0;0;0;0;3;65,77;0;96;0;60;10;54;32;0;0;5;0
Biologia;2014.2;8;Fisiologia Comparada (8º);68;303030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.1;8;Prática Pedagógica VIII;53;23;4;0;0;0;7;0;0;0;2;0;0;10;1;0;2;11;0;1;0;1;1;76,06;2;48;2;29;11;10;26;1;1;2;0
Biologia;2014.2;5;Citogenética (5º);60;309;13;0;0;14;25;0;0;0;3;0;0;5;2;0;6,59;24;0;2;0;0;3,5769;58,96;6,59;93;36;52;28;9;54;2;2;5;0
Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;1667;11;0;0;5;5;0;0;0;2;0;0;12;2;0;27,5;23;0;0;0;2;2;85,92;27,5;61;26;42;22;36;3;0;2;3;0
Administracao;2011.1;3;Contabilidade Pública;34;821;24;1;16;24;88;1;1;0;4;1;0;0;0;0;0;47;0;0;0;0;4;96,34;0;123;0;66;28;48;38;9;0;6;0
Letras;2014.1;7;Literaturas Africanas de Língua Portuguesa I;61;36;7;0;0;4;26;0;0;0;1;1;0;16;2;0;2;9;0;1;0;1;0;73,73;2;25;5;19;6;13;6;0;1;2;0
Pedagogia;2013.2;7;Coordenação Pedagógica;37;113;8;0;4;14;19;0;0;0;0;2;0;16;2;0;3,5;14;0;2;0;2;2;228,1;3,5;69;6;38;18;15;34;2;2;5;0
Pedagogia;2014.1;4;Planejamento Educacional;48;204;5;0;0;0;3;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;92,54;0;21;4;12;6;7;8;0;0;1;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;133;7;0;5;22;46;0;0;1;4;0;0;16;2;0;1,33;38;0;6;0;2;6;233,3;1,33;172;15;96;52;34;86;0;3;5;0
Administracao;2013.2;3;Instituições de Direito Público e Privado ;30;281;16;0;2;20;35;0;0;0;2;3;0;22;3;0;5;23;0;1;0;2;2;198,09;5;52;19;41;26;7;18;1;1;5;0
Pedagogia;2016.1;4;Planejamento Educacional;61;1940;3;0;0;7;9;0;0;0;0;0;0;11;1;0;2;12;0;0;0;2;3;85,18;2;89;33;56;40;22;27;0;2;4;0
Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;169;15;0;0;47;21;0;0;0;3;27;0;13;2;0;20;11;0;1;0;1;1;75,89;20;45;3;28;5;21;17;2;1;3;0
Letras;2014.2;1;Metodologia Científica. (1º);89;1495;5;2;0;3;22;0;0;4;1;0;0;20;3;0;1,16;27;0;5;8;0;2,5385;62,99;1,16;66;11;20;19;17;30;0;1;4;0
Biologia;2013.2;3;Embriologia ;26;241;3;0;5;7;26;0;0;0;3;2;0;19;3;0;6;42;0;6;0;2;5;68,64;6;151;34;96;24;24;103;0;3;5;0
Pedagogia;2016.1;8;Ética e Cidadania;66;964;4;0;1;15;16;0;0;0;0;4;0;11;1;0;22;31;0;0;0;2;6;74,11;22;171;62;104;51;74;46;0;2;7;0
Administracao;2013.2;3;Instituições de Direito Público e Privado ;30;85;10;0;0;0;15;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;15;3;13;10;2;3;0;0;0;0
Pedagogia;2014.2;5;Educação Inclusiva (5º);117;1113;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2016.1;8;Educação e Tecnologias;64;1071;5;0;0;0;3;0;0;1;0;0;0;10;1;0;3;42;0;0;0;4;5;86,78;3;131;43;62;53;29;46;3;2;5;0
Biologia;2012.1;3;Química Orgânica;35;25;10;1;0;2;52;0;0;0;2;0;0;17;2;2;0;38;0;0;0;0;2;78,38;0;76;0;38;6;20;50;0;0;3;0
Administracao;2014.2;5;Gestão de Operações e Logística I (5º);78;588;213;1;0;62;68;0;0;1;3;4;2;11;1;0;3,34;62;0;2;0;2;10;61,92;3,34;260;41;83;69;71;110;10;2;9;0
Letras;2010.2;3;Literatura Latina;35;101;42;2;0;19;194;0;0;0;4;3;0;9;1;0;4,5;50;0;0;0;0;4;0;4,5;129;0;83;58;52;18;1;2;5;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;380;63;0;0;43;53;0;0;0;4;5;0;11;1;0;12,5;21;0;2;0;2;8;226,24;12,5;223;28;108;29;97;96;1;2;4;0
Pedagogia;2013.2;3;Metodologia Cientifica;31;362;8;0;1;9;20;0;0;4;1;2;0;18;3;0;2,5;43;4;2;0;2;10;230,98;2,5;275;36;129;64;72;134;5;2;9;0
Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;1831;27;0;0;0;1;0;0;4;0;0;0;10;1;0;0;30;0;0;4;1;1;60,3;0;37;9;20;10;13;14;0;2;6;0
Letras;2012.1;6;Prática VI;78;125;6;0;0;19;127;0;0;0;0;1;0;12;2;0;2;16;0;0;0;0;3;136,62;2;101;0;72;18;25;56;2;2;4;0
Pedagogia;2012.1;4;Prática Pedagógica IV;57;107;9;0;0;1;33;0;0;0;0;0;0;17;2;0;0,5;14;0;0;0;0;3;80,05;0,5;101;0;67;35;30;36;0;2;3;0
Letras;2013.2;3;Literatura Portuguesa II;34;194;18;0;0;0;59;0;0;2;0;0;0;0;0;0;0;10;0;0;0;0;1;85,63;0;51;11;44;20;11;20;0;0;2;0
Pedagogia;2011.2;3;Movimentos Sociais;49;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;80;27;0;15;31;58;0;0;4;0;12;0;16;2;0;25;48;0;0;0;0;4;64,17;25;123;0;67;36;60;27;0;2;4;0
Letras;2011.1;4;Morfossintaxe II;46;69;38;0;0;6;187;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;39;0;37;7;4;28;0;0;0;0
Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;56;39;0;0;7;15;0;0;0;0;0;0;13;2;0;0;7;0;2;0;1;2;61,76;0;54;8;43;13;26;14;1;1;2;0
Pedagogia;2014.1;4;Fundamentos da Educação Infantil;46;9;2;0;0;0;5;0;0;1;1;0;0;8;1;0;19;8;1;2;0;2;1;87,3;19;42;10;29;33;8;1;0;2;4;0
Pedagogia;2016.1;8;Educação e Trabalho;65;1031;6;0;2;11;17;0;0;0;0;1;0;8;1;0;21,5;20;0;0;0;1;4;85,33;21,5;127;46;72;76;30;21;0;2;4;0
Letras;2012.1;6;Pesquisa Científica;77;125;6;0;0;19;127;0;0;0;3;1;0;12;2;0;2;20;0;0;0;0;3;135,34;2;101;0;72;18;25;56;2;2;4;0
Letras;2014.2;1;História da Língua Portuguesa (1º);87;1418;13;0;0;12;48;0;0;0;1;3;2;0;0;0;0;16;0;0;5;0;2,8077;69,67;0;73;20;41;4;24;44;1;0;2;0
Pedagogia;2016.1;4;Pesquisa em Educação;60;1710;6;0;0;1;3;0;0;1;1;0;0;20;3;0;22;18;0;0;1;2;2;87,5;22;69;23;31;11;13;44;1;2;5;0
Pedagogia;2011.2;3;História da Educação no Brasil;47;75;25;0;6;11;29;0;0;4;1;1;0;0;0;0;0;15;0;0;0;0;1;86,72;0;51;0;33;17;16;16;2;0;4;0
Letras;2013.2;3;Literatura Latina;35;260;11;2;15;33;136;0;0;0;4;1;0;12;2;0;4;43;0;1;0;1;5;80,99;4;153;30;87;58;60;34;1;1;5;0
Letras;2014.2;1;Fundamentos Sócio Filosóficos da Educação  (1º);86;1432;14;0;1;17;39;0;0;0;2;0;5;14;2;0;0,25;15;0;6;0;0;2,0769;78,81;0,25;54;18;33;1;17;19;17;2;2;0
Biologia;2014.2;8;Bioteconologia (8º);65;375;37;0;1;1;5;0;0;0;6;0;0;19;3;0;0,69;33;0;2;0;0;2,3462;62,04;0,69;61;22;42;23;27;11;0;2;6;0
Pedagogia;2014.2;5;Gestão de Pessoas (5º);119;804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.1;4;Fundamentos da Educação Infantil;46;516;8;0;0;3;9;0;0;0;0;1;0;14;2;0;20;8;0;2;0;1;2;78,55;20;56;5;35;10;8;37;1;1;2;0
Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2014.2;5;Planejamento e Avaliação (5º);96;446;26;0;0;5;17;0;0;0;0;1;1;9;1;0;0,84;27;0;3;0;0;4,7308;69,06;0,84;123;19;54;26;44;38;15;2;6;0
Biologia;2014.2;1;Elementos de Geologia (1º);51;1327;5;0;0;8;48;0;0;0;3;0;0;0;0;0;0;16;0;0;0;0;1,3846;60,64;0;36;4;23;6;3;15;12;0;4;0
